code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,avg_day_click,total_click,befor_modulopen_click,after_modulopen_click,resource_sum_click,oucontent_sum_click,url_sum_click,homepage_sum_click,subpage_sum_click,glossary_sum_click,forumng_sum_click,oucollaborate_sum_click,dataplus_sum_click,quiz_sum_click,ouelluminate_sum_click,sharedsubpage_sum_click,questionnaire_sum_click,page_sum_click,externalquiz_sum_click,ouwiki_sum_click,dualpane_sum_click,repeatactivity_sum_click,folder_sum_click,htmlactivity_sum_click,final_score,date_registration
CCC,2014J,630177,M,Yorkshire Region,HE Qualification,20-30%,0-35,0,60,N,Pass,5,1151,7,1144,50,20,5,143,94,-1,109,-1,-1,728,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,87.2,-60
CCC,2014J,630200,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,1,30,N,Fail,1,246,1,245,21,-1,-1,34,25,-1,4,-1,-1,161,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,30.4,-95
CCC,2014J,630430,F,Ireland,A Level or Equivalent,50-60%,35-55,0,120,N,Pass,14,3816,89,3727,183,83,17,1100,339,-1,1132,33,-1,927,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,55.6,-9
CCC,2014J,630431,F,Ireland,A Level or Equivalent,60-70%,0-35,0,120,N,Fail,3,411,23,388,13,1,-1,66,54,-1,-1,2,-1,275,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23.1,-9
CCC,2014J,630452,M,South Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,1,347,1,346,20,8,7,55,32,-1,66,-1,-1,158,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,43.9,-22
CCC,2014J,630467,M,London Region,HE Qualification,60-70%,35-55,0,60,N,Distinction,10,2566,135,2431,163,1214,21,204,262,-1,120,6,-1,575,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,96.6,-142
CCC,2014J,630479,M,London Region,Lower Than A Level,10-20%,0-35,0,60,N,Pass,4,1140,4,1136,106,345,4,180,97,-1,3,-1,-1,404,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,83.2,-155
CCC,2014J,630519,M,East Midlands Region,HE Qualification,50-60%,0-35,0,60,N,Pass,6,1615,161,1454,89,15,5,419,94,-1,467,1,-1,522,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,87.6,-13
CCC,2014J,630541,M,North Western Region,Lower Than A Level,0-10%,0-35,0,90,N,Withdrawn,3,3,3,0,1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.793877551,-10
CCC,2014J,630891,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,14,504,2,502,55,41,4,106,16,-1,7,-1,-1,275,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-22
CCC,2014J,630905,M,Wales,HE Qualification,50-60%,0-35,0,120,N,Distinction,36,10439,400,10039,150,465,26,3335,252,-1,4287,13,-1,1906,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,94.7,-95
CCC,2014J,630935,M,London Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,5,1334,57,1277,104,31,6,252,94,-1,103,15,-1,728,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,76.3,-123
CCC,2014J,631016,M,North Region,Lower Than A Level,0-10%,0-35,0,90,N,Withdrawn,11,1385,73,1312,38,738,11,160,149,-1,101,3,-1,185,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-50
CCC,2014J,631073,M,South West Region,HE Qualification,30-40%,0-35,0,30,N,Fail,4,981,0,981,136,144,5,104,76,-1,58,4,-1,454,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.31568182,-45
CCC,2014J,631117,M,North Region,HE Qualification,90-100%,35-55,0,30,N,Distinction,11,3188,332,2856,112,97,33,445,169,-1,143,-1,-1,2189,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97.3,-57
CCC,2014J,631247,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,4,1199,16,1183,67,126,10,244,72,-1,38,26,-1,614,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,92.55686275,-30
CCC,2014J,631491,M,London Region,Post Graduate Qualification,20-30%,35-55,0,90,N,Distinction,14,3938,13,3925,167,51,36,764,357,-1,1071,-1,-1,1486,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,99.9,-74
CCC,2014J,631573,F,North Western Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,6,1715,12,1703,55,155,5,209,126,-1,148,-1,-1,1014,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,60.2,-60
CCC,2014J,631663,F,London Region,A Level or Equivalent,30-40%,0-35,1,60,N,Pass,4,1030,0,1030,51,2,6,114,116,-1,5,-1,-1,736,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82.8,-10
CCC,2014J,631771,M,East Midlands Region,HE Qualification,70-80%,0-35,0,60,N,Distinction,11,3211,15,3196,153,46,17,425,227,-1,537,-1,-1,1802,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,98.8,-22
CCC,2014J,631851,M,North Region,HE Qualification,90-100%,0-35,0,60,N,Distinction,8,2300,280,2020,65,32,12,445,152,-1,601,-1,-1,992,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,98.9,-41
CCC,2014J,631860,M,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,9,688,58,630,59,7,2,94,39,-1,87,1,-1,399,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.6,-24
CCC,2014J,631870,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn,4,891,71,820,35,2,10,187,56,-1,310,4,-1,287,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50.6,-32
CCC,2014J,631880,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,90,N,Withdrawn,2,269,5,264,12,-1,1,37,19,-1,-1,-1,-1,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.5,-101
CCC,2014J,631924,F,North Western Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,7,1923,78,1845,79,52,8,324,209,-1,162,9,-1,1078,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,61.1,-155
CCC,2014J,632004,M,West Midlands Region,HE Qualification,60-70%,35-55,0,30,N,Pass,8,2317,9,2308,86,816,4,301,107,-1,24,5,-1,970,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,64.9,-93
CCC,2014J,632083,M,West Midlands Region,A Level or Equivalent,80-90%,35-55,0,30,N,Pass,9,2600,165,2435,160,154,8,288,89,-1,1327,7,-1,567,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61.3,-34
CCC,2014J,632134,M,Yorkshire Region,A Level or Equivalent,30-40%,35-55,1,30,N,Fail,1,1,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.2,-58
CCC,2014J,632260,F,South West Region,Lower Than A Level,40-50%,0-35,1,60,N,Withdrawn,2,151,14,137,7,17,3,44,12,-1,-1,-1,-1,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.3,-150
CCC,2014J,632378,M,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,30,N,Distinction,6,1583,26,1557,34,13,5,130,87,-1,709,-1,-1,604,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,93.05421146,-78
CCC,2014J,632389,M,North Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,8,313,49,264,22,7,1,61,23,-1,62,-1,-1,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.096732026,-32
CCC,2014J,632451,F,South East Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,6,1801,13,1788,64,11,15,163,211,-1,54,-1,-1,1280,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,61,-72
CCC,2014J,632575,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,Y,Pass,11,2801,1,2800,130,1007,3,233,89,-1,11,2,-1,1325,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,63.2,-60
CCC,2014J,632626,M,South East Region,A Level or Equivalent,30-40%,35-55,0,90,N,Withdrawn,5,175,1,174,9,44,2,30,7,-1,4,-1,-1,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.4,-87
CCC,2014J,632637,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,1,60,N,Fail,2,549,0,549,25,24,3,83,43,-1,4,-1,-1,367,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36.1,-31
CCC,2014J,632700,M,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,4,198,0,198,9,16,3,40,15,-1,-1,-1,-1,115,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.7,-29
CCC,2014J,632709,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,30,N,Pass,14,3630,23,3607,315,13,28,590,423,-1,43,115,-1,2097,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,84.4,-42
CCC,2014J,632756,M,North Region,HE Qualification,90-100%,35-55,0,60,N,Distinction,7,1899,27,1872,80,19,10,308,76,-1,33,17,-1,1355,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,96,-34
CCC,2014J,632866,F,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,9,2205,92,2113,37,27,4,253,144,-1,375,-1,-1,1365,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86.1,-121
CCC,2014J,632904,M,Scotland,HE Qualification,40-50%,0-35,1,60,N,Withdrawn,10,412,54,358,14,14,2,57,23,-1,51,4,-1,247,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.3,-16
CCC,2014J,632929,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Withdrawn,8,172,0,172,36,-1,-1,20,8,-1,-1,-1,-1,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.9,-18
CCC,2014J,632942,F,London Region,Lower Than A Level,80-90%,35-55,0,120,N,Withdrawn,16,1953,193,1760,61,357,7,255,38,-1,581,2,-1,652,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,-21
CCC,2014J,633008,M,Wales,Post Graduate Qualification,80-90%,35-55,0,30,N,Distinction,6,1773,117,1656,47,211,6,275,153,-1,189,1,-1,891,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97.5,-25
CCC,2014J,633047,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,30,N,Fail,1,173,1,172,15,1,1,33,20,-1,11,-1,-1,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.4,-16
CCC,2014J,633069,M,Scotland,A Level or Equivalent,70-80%,35-55,0,30,N,Distinction,5,1311,113,1198,217,50,17,167,111,-1,114,30,-1,605,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94.2,-113
CCC,2014J,633179,M,North Western Region,HE Qualification,40-50%,35-55,0,60,N,Pass,4,1176,112,1064,142,47,5,193,51,-1,47,-1,-1,691,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75.8,-31
CCC,2014J,633198,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,1,337,2,335,17,2,9,99,35,-1,112,-1,-1,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.2,-25
CCC,2014J,633205,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,180,N,Withdrawn,6,6,0,6,1,2,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.096732026,-34
CCC,2014J,633238,F,South East Region,Lower Than A Level,70-80%,0-35,0,90,N,Withdrawn,3,159,50,109,14,43,2,49,10,-1,13,-1,-1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.2,-22
CCC,2014J,633303,M,East Midlands Region,Post Graduate Qualification,60-70%,35-55,0,60,N,Distinction,11,3031,156,2875,62,16,37,605,84,-1,695,21,-1,1507,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,95.8,-45
CCC,2014J,633328,F,London Region,Post Graduate Qualification,20-30%,35-55,0,60,N,Withdrawn,3,572,55,517,59,64,2,145,75,-1,-1,-1,-1,227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.8,-18
CCC,2014J,633334,M,East Anglian Region,Lower Than A Level,20-30%,35-55,0,90,N,Fail,1,156,1,155,11,2,9,37,24,-1,-1,-1,-1,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.4,-144
CCC,2014J,633504,M,South West Region,A Level or Equivalent,50-60%,0-35,0,120,N,Distinction,22,6199,923,5276,230,176,40,1046,234,-1,1400,-1,-1,3072,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,92.55686275,-32
CCC,2014J,633511,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass,7,2145,57,2088,137,701,6,249,115,-1,1,5,-1,929,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,65.79508197,-46
CCC,2014J,633544,M,Scotland,Lower Than A Level,20-30%,0-35,0,60,N,Pass,4,1064,30,1034,45,263,7,237,63,-1,5,28,-1,414,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,46,-25
CCC,2014J,633618,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,90,N,Withdrawn,3,627,61,566,62,22,1,139,47,-1,28,-1,-1,328,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37.9,-53
CCC,2014J,633634,M,North Region,A Level or Equivalent,10-20%,0-35,0,30,N,Fail,1,333,3,330,33,6,5,57,33,-1,12,-1,-1,187,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30.2,-78
CCC,2014J,633647,M,London Region,A Level or Equivalent,50-60%,35-55,0,30,N,Pass,16,4513,23,4490,95,458,6,281,313,-1,21,6,-1,3330,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,68,-24
CCC,2014J,633655,M,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction,4,1060,10,1050,35,34,4,202,58,-1,164,-1,-1,562,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,93.04807135,-25
CCC,2014J,633746,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,7,1831,64,1767,117,310,17,212,116,-1,47,-1,-1,1008,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,65.2,-67
CCC,2014J,633756,M,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,2,47,3,44,8,4,1,23,2,-1,4,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.793877551,-34
CCC,2014J,633914,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,10,2472,20,2452,62,159,9,349,197,-1,307,19,-1,1368,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,69.1,-22
CCC,2014J,633960,M,North Region,Post Graduate Qualification,30-40%,35-55,0,60,N,Distinction,11,2919,127,2792,129,131,8,299,234,-1,187,2,-1,1926,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,99.4,-63
CCC,2014J,633990,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,30,N,Withdrawn,4,87,6,81,-1,-1,2,6,3,-1,-1,-1,-1,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.6,-30
CCC,2014J,634111,M,South East Region,HE Qualification,60-70%,0-35,0,90,N,Withdrawn,4,380,1,379,47,-1,9,78,38,-1,2,-1,-1,206,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.2,-31
CCC,2014J,634119,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,5,1192,16,1176,11,14,-1,141,61,-1,266,11,-1,686,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,58.2,-66
CCC,2014J,634193,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,30,N,Withdrawn,4,347,10,337,36,38,7,22,50,-1,76,-1,-1,118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.5,-102
CCC,2014J,634200,M,Scotland,HE Qualification,60-70%,0-35,0,60,N,Pass,4,981,6,975,190,4,7,224,94,-1,16,-1,-1,439,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,75.5,-95
CCC,2014J,634309,M,London Region,A Level or Equivalent,0-10%,0-35,0,30,N,Fail,3,276,1,275,3,14,3,65,19,-1,28,-1,-1,144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.2,-24
CCC,2014J,634351,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,3,884,21,863,63,29,7,167,60,-1,57,-1,-1,501,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69.5,-25
CCC,2014J,634365,F,East Anglian Region,HE Qualification,70-80%,35-55,0,30,N,Distinction,15,4307,147,4160,232,175,23,1365,218,-1,1924,-1,-1,368,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,94.80070831,-28
CCC,2014J,634420,F,Ireland,Lower Than A Level,10-20%,0-35,0,30,N,Withdrawn,4,714,249,465,43,134,11,191,83,-1,78,-1,-1,174,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.9,-23
CCC,2014J,634536,M,East Midlands Region,HE Qualification,90-100%,0-35,0,120,N,Pass,4,1133,23,1110,120,1,3,306,61,-1,349,-1,-1,292,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,87.6,-17
CCC,2014J,634552,M,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,2,410,1,409,18,16,7,102,40,-1,8,-1,-1,217,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,84.7,-77
CCC,2014J,634600,M,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,Fail,12,3030,0,3030,29,1046,6,143,58,-1,-1,-1,-1,1748,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.27454545,-51
CCC,2014J,634648,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,4,1088,74,1014,186,-1,3,313,256,-1,10,-1,-1,320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54.2,-155
CCC,2014J,634655,M,London Region,HE Qualification,40-50%,35-55,1,60,N,Withdrawn,3,34,34,0,4,7,1,20,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.6,-31
CCC,2014J,634721,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,3,879,8,871,88,104,8,147,65,-1,6,-1,-1,455,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,18.4,-29
CCC,2014J,634776,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,90,N,Withdrawn,4,362,21,341,132,10,2,64,26,-1,17,1,-1,110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.3,-114
CCC,2014J,634817,M,North Region,Lower Than A Level,80-90%,0-35,1,60,N,Withdrawn,3,132,1,131,8,12,1,25,12,-1,7,-1,-1,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.3,-78
CCC,2014J,634824,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,3,791,1,790,156,40,2,63,50,-1,25,-1,-1,455,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.4,-51
CCC,2014J,634853,M,Ireland,Post Graduate Qualification,30-40%,0-35,1,30,N,Pass,0,4,2,2,-1,-1,-1,3,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55.8,-17
CCC,2014J,635410,M,South Region,A Level or Equivalent,40-50%,0-35,0,150,Y,Withdrawn,1,92,19,73,4,2,1,29,5,-1,-1,-1,-1,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-115
CCC,2014J,635573,M,Scotland,A Level or Equivalent,50-60%,0-35,0,30,N,Distinction,9,2429,46,2383,120,47,12,281,140,-1,634,31,-1,1164,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,96.6,-64
CCC,2014J,635711,M,East Midlands Region,HE Qualification,90-100%,35-55,0,60,N,Pass,10,2509,24,2485,37,887,7,256,163,-1,-1,5,-1,1152,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,57.3,-122
CCC,2014J,635802,F,South East Region,A Level or Equivalent,90-100%,0-35,0,90,N,Distinction,5,1221,6,1215,10,5,14,120,55,-1,19,-1,-1,998,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,98,-129
CCC,2014J,636000,M,South East Region,A Level or Equivalent,10-20%,0-35,0,30,N,Pass,12,3321,1,3320,486,213,23,400,157,-1,28,-1,-1,2011,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,49.5,-8
CCC,2014J,636124,M,East Midlands Region,Post Graduate Qualification,60-70%,35-55,0,60,N,Distinction,20,5885,45,5840,87,71,57,743,379,-1,850,10,-1,3683,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,96.4,-129
CCC,2014J,636243,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,1,50,27,23,6,7,1,22,5,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.189830508,-143
CCC,2014J,636364,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,90,N,Distinction,11,3136,216,2920,86,42,9,500,156,-1,509,1,-1,1833,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,89.6,-28
CCC,2014J,636387,F,North Region,A Level or Equivalent,30-40%,0-35,0,120,N,Distinction,5,1355,296,1059,95,47,15,220,107,-1,154,-1,-1,715,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,96.8,-79
CCC,2014J,636420,M,East Midlands Region,Lower Than A Level,10-20%,0-35,0,120,N,Withdrawn,10,568,78,490,37,123,6,126,60,-1,8,6,-1,202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.7,-24
CCC,2014J,636422,M,London Region,HE Qualification,70-80%,0-35,0,30,N,Pass,7,1992,9,1983,50,482,23,246,254,-1,45,-1,-1,891,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,58.3,-88
CCC,2014J,636443,M,North Region,A Level or Equivalent,60-70%,0-35,0,90,N,Withdrawn,11,137,137,0,-1,-1,1,9,-1,-1,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.096732026,-73
CCC,2014J,636628,M,South East Region,A Level or Equivalent,30-40%,0-35,0,120,Y,Withdrawn,6,108,0,108,3,-1,1,14,9,-1,-1,-1,-1,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.3,-85
CCC,2014J,636716,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,120,N,Distinction,1,332,0,332,5,2,3,61,17,-1,32,-1,-1,212,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,92.55686275,-135
CCC,2014J,636732,F,London Region,A Level or Equivalent,30-40%,0-35,0,90,N,Fail,2,560,7,553,23,27,15,114,44,-1,28,-1,-1,309,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32.9,-129
CCC,2014J,636783,M,North Region,HE Qualification,40-50%,0-35,0,150,N,Distinction,11,3039,579,2460,69,63,8,749,115,-1,660,-1,-1,1374,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,96.9,-88
CCC,2014J,636996,M,Scotland,A Level or Equivalent,60-70%,0-35,0,90,Y,Pass,9,2444,184,2260,670,503,19,255,147,-1,249,44,-1,554,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,43.2,-16
CCC,2014J,637070,M,Scotland,HE Qualification,30-40%,0-35,0,60,Y,Pass,5,1301,22,1279,145,145,7,234,208,-1,60,1,-1,500,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,71,-32
CCC,2014J,637089,M,Wales,A Level or Equivalent,70-80%,0-35,0,180,N,Withdrawn,9,374,18,356,11,122,3,48,14,-1,-1,-1,-1,176,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.4,-5
CCC,2014J,637325,M,Scotland,HE Qualification,50-60%,35-55,0,90,N,Withdrawn,3,147,26,121,6,74,3,27,6,-1,21,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,-58
CCC,2014J,637691,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,90,N,Fail,3,881,27,854,53,14,10,92,95,-1,15,21,-1,578,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,27,-149
CCC,2014J,637708,M,East Anglian Region,HE Qualification,80-90%,0-35,0,120,N,Distinction,8,2265,17,2248,47,59,22,241,121,-1,145,-1,-1,1627,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,92.4,-134
CCC,2014J,637754,M,North Region,A Level or Equivalent,30-40%,35-55,0,120,Y,Distinction,11,3162,2,3160,85,299,24,256,188,-1,101,19,-1,2184,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,95.5,-44
CCC,2014J,638018,M,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,3,889,28,861,45,44,13,182,92,-1,57,6,-1,450,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78.4,-23
CCC,2014J,638040,M,Scotland,Post Graduate Qualification,50-60%,0-35,0,120,N,Withdrawn,1,29,21,8,3,10,1,9,3,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65.78181818,-30
CCC,2014J,638243,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,Y,Withdrawn,4,183,7,176,3,11,2,22,6,-1,-1,-1,-1,139,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.3,-106
CCC,2014J,638254,F,Scotland,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,5,1186,0,1186,53,43,5,186,71,-1,47,-1,-1,779,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,65.5,-14
CCC,2014J,638426,M,Wales,HE Qualification,30-40%,55<=,0,280,N,Withdrawn,18,275,275,0,65,32,6,93,78,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.1327237,-17
CCC,2014J,638504,F,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Withdrawn,8,339,43,296,12,106,2,80,16,-1,37,-1,-1,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.4,-102
CCC,2014J,638771,M,South East Region,A Level or Equivalent,10-20%,0-35,0,60,N,Pass,15,3893,0,3893,75,473,14,398,135,-1,254,2,-1,2537,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,66.5,-122
CCC,2014J,639012,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,150,N,Fail,4,990,5,985,41,251,5,211,92,-1,137,-1,-1,250,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,19.32375,-92
CCC,2014J,639176,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,360,Y,Withdrawn,48,435,435,0,8,56,-1,33,22,-1,-1,-1,-1,316,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.189830508,-30
CCC,2014J,639232,M,London Region,A Level or Equivalent,10-20%,35-55,0,120,N,Withdrawn,1,1,1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.81,-42
CCC,2014J,640109,M,London Region,No Formal quals,10-20%,35-55,0,90,N,Withdrawn,8,328,14,314,28,43,16,74,25,-1,4,-1,-1,138,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.3,-15
